#OTU ID	magic.0040.S71.R1.001	magic.0112.S49.R1.001	magic.0134.S97.R1.001	magic.0317.S53.R1.001	magic.0020.S23.R1.001	magic.0402.S78.R1.001	magic.0232.S75.R1.001	magic.0315.S29.R1.001	magic.0435.S43.R1.001	magic.0018.S106.R1.001	magic.0124.S61.R1.001	magic.0150.S50.R1.001	magic.0532.S92.R1.001	magic.0030.S59.R1.001	magic.0079.S84.R1.001	magic.0013.S58.R1.001	magic.0132.S85.R1.001	magic.0316.S41.R1.001	magic.0374.S54.R1.001	magic.0001.S22.R1.001	magic.0243.S99.R1.001	magic.0173.S98.R1.001	magic.0542.S57.R1.001	magic.0146.S109.R1.001	magic.0100.S96.R1.001	magic.0537.S104.R1.001	magic.0156.S62.R1.001	magic.0244.S111.R1.001	magic.0456.S79.R1.001	magic.0339.S30.R1.001	magic.0053.S24.R1.001	magic.0367.S42.R1.001	magic.0016.S82.R1.001	magic.0164.S74.R1.001	magic.0231.S63.R1.001	magic.0551.S105.R1.001	magic.0048.S83.R1.001	magic.0331.S77.R1.001	magic.0440.S55.R1.001	magic.0004.S34.R1.001	magic.0531.S80.R1.001	magic.0179.S110.R1.001	magic.0526.S56.R1.001	magic.0539.S33.R1.001	magic.0075.S60.R1.001	magic.0149.S38.R1.001	magic.0242.S87.R1.001	magic.0514.S44.R1.001	magic.0246.S28.R1.001	magic.0017.S94.R1.001	magic.0078.S72.R1.001	magic.0011.S46.R1.001	magic.0109.S25.R1.001	magic.0131.S73.R1.001	magic.0552.S117.R1.001	magic.0465.S91.R1.001	magic.0015.S70.R1.001	magic.0527.S68.R1.001	magic.0021.S35.R1.001	magic.0063.S48.R1.001	magic.0396.S66.R1.001	magic.0337.S113.R1.001	magic.0471.S103.R1.001	magic.0428.S102.R1.001	magic.0547.S81.R1.001	magic.0287.S76.R1.001	magic.0272.S52.R1.001	magic.0148.S26.R1.001	magic.0110.S37.R1.001	magic.0050.S95.R1.001	magic.0307.S112.R1.001	magic.0170.S86.R1.001	magic.0268.S40.R1.001	magic.0417.S90.R1.001	magic.0300.S100.R1.001	magic.0538.S116.R1.001	magic.0334.S89.R1.001	magic.0290.S88.R1.001	magic.0541.S45.R1.001	magic.0278.S64.R1.001	magic.0335.S101.R1.001	magic.0059.S36.R1.001	magic.0549.S93.R1.001	magic.0217.S51.R1.001	magic.0543.S69.R1.001	magic.0322.S65.R1.001	magic.0433.S31.R1.001	magic.0429.S114.R1.001	magic.0473.S115.R1.001	magic.0189.S39.R1.001	magic.0028.S47.R1.001	magic.0101.S108.R1.001	magic.0185.S27.R1.001	magic.0484.S32.R1.001	Postive.Control.S107.R1.001	Blank.S67.R1.001
NZ_FMYF01000036.1_Raineyella_antarctica_strain_LZ-22-_whole_genome_shotgun_sequence	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FMXR01000031.1_Eubacterium_oxidoreducens_strain_DSM_3217-_whole_genome_shotgun_sequence	0	0	0	0	0	0	2	0	3	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	4	2	0	0	0	0	0	4	0	0	0	0	0	0	2	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FMZC01000053.1_Acidovorax_valerianellae_strain_DSM_16619-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FMYV01000017.1_Geotoga_petraea_strain_WG14-_whole_genome_shotgun_sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNAF01000027.1_Peptococcus_niger_strain_DSM_20475-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0
NZ_FNAD01000035.1_Glycomyces_harbinensis_strain_CGMCC_4.3516-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNIE01000030.1_Streptomyces_guanduensis_strain_CGMCC_4.2022-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NZ_FNGW01000026.1_Romboutsia_lituseburensis_DSM_797-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNAL01000060.1_Psychrobacter_pacificensis_strain_DSM_23406-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNFY01000062.1_Salinicoccus_qingdaonensis_strain_CGMCC_1.8895-_whole_genome_shotgun_sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_FNFI01000027.1_Jeotgalicoccus_halophilus_strain_CGMCC_1.8911-_whole_genome_shotgun_sequence	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NZ_FNCT01000044.1_Pseudomonas_benzenivorans_strain_DSM_8628-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNHI01000052.1_Streptomyces_wuyuanensis_strain_CGMCC_4.7042-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NZ_FNJM01000043.1_Clostridium_gasigenes_strain_DSM_12272-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNJE01000043.1_Cloacibacterium_normanense_strain_DSM_15886-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_FNIR01000024.1_Geodermatophilus_soli_strain_DSM_45843-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNIV01000024.1_Halomonas_shengliensis_strain_CGMCC_1.6444-_whole_genome_shotgun_sequence	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNOY01000156.1_Nitrosomonas_halophila_strain_Nm1-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNPV01000027.1_Tindallia_californiensis_strain_APO-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOGP01000012.1_Olsenella_umbonata_strain_KHGC19-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_FOGC01000030.1_Rosenbergiella_nectarea_strain_8N4-_whole_genome_shotgun_sequence	0	0	2	18	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	40	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
NZ_FODY01000058.1_Propionispora_vibrioides_strain_DSM_13305-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNXE01000091.1_Flavobacterium_marinum_strain_CGMCC_1.10825-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNZU01000033.1_Alkalibacterium_pelagium_strain_DSM_19183-_whole_genome_shotgun_sequence	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FNYW01000091.1_Alkalibacterium_gilvum_strain_DSM_25751-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FO704550.1_Xenorhabdus_doucetiae_str._FRM16_chromosome-_complete_genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FODD01000110.1_Streptomyces_rubidus_strain_CGMCC_4.2026-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NZ_FOEN01000032.1_Ignavigranum_ruoffiae_strain_DSM_15695-_whole_genome_shotgun_sequence	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NZ_FOFA01000026.1_Friedmanniella_flava_strain_CGMCC_4.6856-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOGF01000087.1_Granulicatella_balaenopterae_strain_DSM_15827-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOHZ01000081.1_Marinobacter_segnicrescens_strain_CGMCC_1.6489-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOGZ01000058.1_Propionibacterium_cyclohexanicum_strain_DSM_16859-_whole_genome_shotgun_sequence	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOHN01000054.1_{Clostridium}_polysaccharolyticum_strain_DSM_1801-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FRAH01000163.1_Anaerotignum_lactatifermentans_DSM_14214-_whole_genome_shotgun_sequence	0	0	0	2	2	0	0	0	0	0	26	0	33	8	10	0	0	142	35	0	6	0	1	17	0	0	8	20	0	45	4	0	0	40	0	28	0	0	1	0	64	25	37	0	35	7	0	23	4	2	0	0	0	0	24	0	39	1021	10	18	2	0	16	0	1	4	12	22	9	0	4	0	15	0	12	2	11	2	39	7	54	5	35	0	8	0	0	0	0	10	0	0	0	0	0	0
NZ_FQZY01000159.1_Hespellia_stercorisuis_DSM_15480-_whole_genome_shotgun_sequence	0	2	1	165	0	0	21	0	42	0	0	0	0	0	87	0	0	2	139	0	34	0	0	1	0	11	14	42	0	65	0	0	0	17	0	0	0	0	1	0	27	77	0	0	0	22	0	6	4	0	0	0	0	0	6	1	0	2	0	0	0	0	132	0	0	0	2	0	0	0	14	0	125	0	2	0	74	0	30	165	24	0	63	0	0	0	0	0	0	2	0	0	0	0	0	0
NZ_FQVI01000076.1_Lactonifactor_longoviformis_DSM_17459-_whole_genome_shotgun_sequence	0	1	1	2	2	0	7	0	12	0	0	0	1	5	64	0	0	13	254	0	72	0	0	0	0	11	2	15	0	12	0	0	0	0	0	78	0	2	0	0	47	10	4	0	3	5	0	12	0	4	0	0	0	0	28	0	0	228	1	184	47	0	26	0	1	2	4	0	0	0	21	0	28	0	1	0	3	0	1	1	64	0	28	0	18	0	0	1	0	4	7	0	0	0	0	0
NZ_FQUF01000051.1_Atopostipes_suicloacalis_DSM_15692-_whole_genome_shotgun_sequence	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	655	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0
NZ_FOJY01000054.1_Acetitomaculum_ruminis_DSM_5522-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	6	0	4	0	0	0	0	0	0	53	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOJP01000049.1_Pseudomonas_otitidis_strain_DSM_17224-_whole_genome_shotgun_sequence	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	62	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	56	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
NZ_FOIT01000008.1_Aliicoccus_persicus_strain_IBRC-M10081-_whole_genome_shotgun_sequence	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOMG01000075.1_Clostridium_uliginosum_strain_DSM_12992-_whole_genome_shotgun_sequence	0	1	1	161	2	12	39	0	16	0	0	61	4	0	0	0	0	5	1	0	0	0	2	0	0	0	75	0	0	2	0	0	0	0	282	104	0	0	1	0	7	141	1	0	1	1	0	1	1	0	0	0	0	224	1	0	71	0	4	7	0	0	0	216	0	65	0	0	0	19	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOLT01000032.1_Alkalibacterium_subtropicum_strain_DSM_23664-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOKC01000022.1_Nocardioides_alpinus_strain_CGMCC_1.10697-_whole_genome_shotgun_sequence	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOKY01000039.1_Brevinema_andersonii_strain_ATCC_43811-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOLB01000036.1_Nocardioides_terrae_strain_CGMCC_1.7056-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOVC01000030.1_Izhakiella_capsodis_strain_N6PO6-_whole_genome_shotgun_sequence	0	0	4	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	1	86	104	13	0	1	1	0	4	90	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
NZ_FONG01000050.1_Streptomyces_alni_strain_CGMCC_4.3510-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NZ_FOMN01000019.1_Lactobacillus_bombicola_strain_R-53102-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOQE01000088.1_Pisciglobus_halotolerans_strain_DSM_27630-_whole_genome_shotgun_sequence	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOUI01000047.1_Pseudomonas_yangmingensis_strain_DSM_24213-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FOQL01000010.1_Pseudomonas_guineae_strain_LMG_24016-_whole_genome_shotgun_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
